date,category,amount,department,vendor
2025-11-08,Marketing,294.90,Finance,HubSpot
2025-11-09,Information Technology,540.35,HR,Salesforce
2025-11-09,  Travel ,545.07,Engineering,United Airlines
2025-11-09,Travel,137.79,Finance,Uber
2025-11-10,Travel,225.23,Operations,United Airlines
2025-11-10,IT,84.49,Engineering,Zoom
2025-11-10,Facilities,2025.96,Engineering,Comcast Business
2025-11-11,Marketing,413.82,Engineering, Google Ads  
2025-11-12,Office Supplies,70.85,Finance,Amazon Business
2025-11-12,IT,108.29,Engineering,Salesforce
2025-11-12,IT,669.78,Operations,Slack
2025-11-12,IT,512.94,Engineering,Datadog
2025-11-13,IT,593.14,HR,Atlassian
2025-11-14,Professional Services,6213.81,Sales,Mercer Consulting
2025-11-14,Office Supplies,101.19,Engineering,Office Depot
2025-11-14,Equipment,840.44,Engineering,CDW
2025-11-15,travel,293.34,Sales,Booking.com
2025-11-15,Marketing,828.10,Operations,  Meta Ads 
2025-11-15,IT,594.64,Operations,Zoom
2025-11-15,Marketing,852.48,Sales,HubSpot
2025-11-15,Travel,524.28,Sales,Delta
2025-11-16,Marketing,591.10,Engineering,HubSpot
2025-11-16,Travel,573.88,Finance,Uber
2025-11-17, IT  ,870.38,HR,Atlassian
2025-11-17,Marketing,730.16,Sales,HubSpot
2025-11-17,Marketing,1403.56,Operations,Canva
2025-11-17,Equipment,307.38,HR,Apple
2025-11-17,Marketing,510.31,Finance,LinkedIn Ads
2025-11-18,Marketing,886.12,Operations,Meta Ads
2025-11-18,IT,175.70,Sales,Salesforce
2025-11-18,Equipment,829.21,Sales,Dell
2025-11-19,Travel,744.99,Engineering,Marriott
2025-11-20,Information Technology,1037.38,Operations,Zoom
2025-11-21,Equipment,436.62,Engineering,Apple
2025-11-21,Facilities,1345.96,Finance,Comcast Business
2025-11-21,Equipment,434.77,Sales,Best Buy
2025-11-21,Marketing,356.21,Sales,Google Ads
2025-11-21,Facilities,1625.15,Operations,Comcast Business
2025-11-23,Marketing,253.28,Engineering,  HubSpot 
2025-11-23,Office Supplies,208.35,Sales,Staples
2025-11-23,Travel,270.48,Engineering,Uber
2025-11-24,Travel,104.70,Sales,Booking.com
2025-11-24,Facilities,1004.77,Operations,Comcast Business
2025-11-25,Equipment,528.55,Sales,Apple
2025-11-25,Travel,331.36,HR,Delta
2025-11-26, Marketing  ,421.01,Sales,Mailchimp
2025-11-26,IT,298.35,Operations,Notion
2025-11-27,Office Supplies,96.05,Engineering,Amazon Business
2025-11-27,Marketing,635.01,Operations,Canva
2025-11-27,I.T.,562.68,Engineering,GitHub
2025-11-27,Office Supplies,222.66,Engineering,Staples
2025-11-28,Equipment,867.51,Engineering,Apple
2025-11-29,Marketing,1245.29,Operations,Canva
2025-11-29,MKTG,1209.92,Operations,LinkedIn Ads
2025-11-30,Marketing,1394.66,Operations,Google Ads
2025-11-30, IT  ,519.33,Sales,Microsoft 365
2025-12-01,  Marketing ,1404.10,Operations,Meta Ads
2025-12-01,Equipment,343.71,Operations,Apple
2025-12-01,Marketing,937.99,Engineering,Mailchimp
2025-12-01,IT,243.51,Operations,Salesforce
2025-12-02,Facilities,1220.97,Sales,Comcast Business
2025-12-02,Professional Services,3649.54,Operations,Anderson Tax LLP
2025-12-02,Office Supplies,225.19,HR,Amazon Business
2025-12-03,Marketing,1010.17,Engineering,Meta Ads
2025-12-03,Equipment,183.74,Operations,Apple
2025-12-04,IT,167.21,Operations,Datadog
2025-12-04,IT,309.32,Operations,GitHub
2025-12-04,Travel,166.41,Sales,United Airlines
2025-12-04,IT,302.61,Operations,Datadog
2025-12-04,Travel,233.70,Operations,Booking.com
2025-12-05,IT,847.12,Engineering,Zoom
2025-12-05,Marketing,702.33,Operations,LinkedIn Ads
2025-12-05,Office Supplies,84.66,Engineering,Amazon Business
2025-12-06,Travel,439.72,Engineering,Uber
2025-12-06,FACILITIES,471.66,Finance,Pacific Gas & Electric
2025-12-06,Marketing,852.17,Engineering,Canva
2025-12-07,Professional Services,2924.92,Engineering,Mercer Consulting
2025-12-07,Marketing,415.79,Finance,LinkedIn Ads
2025-12-07,Facilities,1583.84,Engineering,Spectrum
2025-12-07,Equipment,232.54,Sales,CDW
2025-12-07,Travel,560.37,Engineering,Marriott
2025-12-08,Office Supplies,93.27,Engineering,Staples
2025-12-08,Marketing,344.98,Sales,HubSpot
2025-12-08,Marketing,415.39,Sales,HubSpot
2025-12-08,Equipment,572.62,Sales,Dell
2025-12-08,IT,864.69,Engineering,Salesforce
2025-12-09,Marketing,243.96,HR,Meta Ads
2025-12-09,IT,399.19,Sales,Datadog
2025-12-09,Professional Services,3035.67,Operations,Deloitte
2025-12-09,Marketing,471.18,Engineering,HubSpot
2025-12-10,Marketing,226.90,Sales,Mailchimp
2025-12-10,Travel,198.47,Finance,Uber
2025-12-11,TRAVEL,452.24,Engineering,Lyft
2025-12-11,marketing,387.36,Sales,Google Ads
2025-12-11,Travel,263.08,Finance,Marriott
2025-12-12,Equipment,810.61,HR,Apple
2025-12-12,Travel,211.67,Engineering,Uber
2025-12-14,travel,614.03,Sales,Delta
2025-12-14,Office Supplies,42.58,Engineering,Amazon Business
2025-12-14,IT,717.81,Sales,Salesforce
2025-12-15, Office Supplies  ,61.25,Sales,Staples
2025-12-15,Facilities,1498.14,Sales,Comcast Business
2025-12-16,  Marketing ,613.49,Finance,Canva
2025-12-17,Information Technology,543.84,Sales,Microsoft 365
2025-12-18,it,125.09,Sales,GitHub
2025-12-18,travel,469.42,Sales,Booking.com
2025-12-18,Travel,95.37,Sales,Booking.com
2025-12-19,IT,580.44,Sales,GitHub
2025-12-19,  Equipment ,208.12,Operations,  CDW 
2025-12-19,Travel,639.46,HR,Marriott
2025-12-19,Travel,732.65,Finance,Lyft
2025-12-20,IT,806.94,Engineering,Slack
2025-12-20,Office Supplies,29.55,Operations,Office Depot
2025-12-21,IT,181.22,Finance,Microsoft 365
2025-12-21,IT,235.01,Sales,Slack
2025-12-21,Office Supplies,163.69,Operations,Office Depot
2025-12-21,Office Supplies,133.11,Sales,Staples
2025-12-21,it,84.24,Sales,Atlassian
2025-12-21,IT,176.94,Finance,Salesforce
2025-12-21,  Facilities ,557.58,HR,Pacific Gas & Electric
2025-12-22,Travel,646.89,Sales,Delta
2025-12-22,Marketing,513.89,Engineering,Meta Ads
2025-12-22,IT,681.59,Sales,Atlassian
2025-12-22,Professional Services,1135.83,Sales,Anderson Tax LLP
2025-12-23,Marketing,457.54,Operations,Canva
2025-12-23,Marketing,444.54,Sales,LinkedIn Ads
2025-12-23,IT,261.72,Operations,Notion
2025-12-23,Office Supplies,59.40,Sales,Staples
2025-12-24,Equipment,769.04,Engineering,CDW
2025-12-24,IT,83.57,Engineering,Slack
2025-12-24,Travel,494.00,Sales,United Airlines
2025-12-24,Marketing,371.59,Finance,LinkedIn Ads
2025-12-24,IT,909.77,Operations,Slack
2025-12-25,IT,768.10,Operations,Datadog
2025-12-25,IT,290.33,Engineering,Salesforce
2025-12-25,I.T.,775.06,Sales,AWS
2025-12-25,IT,169.00,Finance,Datadog
2025-12-27,Marketing,503.04,Engineering,LinkedIn Ads
2025-12-27,Equipment,419.23,HR,CDW
2025-12-28,Office Supplies,161.61,Finance,Staples
2025-12-28, IT  ,174.57,Sales,Notion
2025-12-28,IT,390.74,Sales,Datadog
2025-12-29,Travel,525.56,Operations,  Lyft 
2025-12-29,IT,238.60,Sales,Slack
2025-12-29,Information Technology,557.44,Sales,Zoom
2025-12-30,Marketing,293.18,HR, LinkedIn Ads  
2025-12-30,Travel,139.04,Engineering,Booking.com
2025-12-30,Marketing,412.62,Operations,HubSpot
2025-12-30,IT,59.90,Sales,Slack
2025-12-30,Marketing,707.65,Engineering,HubSpot
2025-12-30,Office Supplies,113.61,Sales, Amazon Business  
2025-12-31,Travel,91.98,Operations,Marriott
2025-12-31,IT,478.02,HR,Microsoft 365
2026-01-01,Marketing,200.49,Engineering,LinkedIn Ads
2026-01-01,Travel,385.36,HR,Uber
2026-01-01,  Travel ,338.31,Engineering,Uber
2026-01-02,IT,691.12,Operations,Salesforce
2026-01-02,Office Supplies,75.69,Operations,Office Depot
2026-01-02,Travel,438.51,Engineering,Marriott
2026-01-04,Marketing,524.63,Engineering,LinkedIn Ads
2026-01-04,Facilities,1065.29,Finance,Spectrum
2026-01-04,IT,228.58,Engineering,Microsoft 365
2026-01-04, Marketing  ,528.21,Engineering,LinkedIn Ads
2026-01-05,Travel,857.30,Operations,United Airlines
2026-01-05, TRAVEL  ,605.62,Engineering,Uber
2026-01-05,Facilities,890.06,Engineering,WeWork
2026-01-06,marketing,593.08,Finance, Canva  
2026-01-06,Travel,311.66,Finance,Lyft
2026-01-06,IT,523.56,Operations,Datadog
2026-01-07,OFFICE SUPPLIES,134.48,Finance,Office Depot
2026-01-07,TRAVEL,230.61,Engineering,Lyft
2026-01-07,Office Supplies,104.57,Operations,Staples
2026-01-07,IT,632.85,Sales,Salesforce
2026-01-08,IT,143.59,Sales,AWS
2026-01-08,Marketing,1189.55,Sales,Canva
2026-01-08,IT,447.54,Finance,Salesforce
2026-01-08,IT,35000.00,Engineering,AWS
2026-01-09,Travel,191.21,Operations,Booking.com
2026-01-10,Equipment,401.79,Sales,Dell
2026-01-10,  IT ,208.24,Engineering,Salesforce
2026-01-10,IT,600.33,Operations,GitHub
2026-01-10,Marketing,1165.65,Finance,HubSpot
2026-01-11,Office Supplies,55.35,HR,Office Depot
2026-01-13,IT,565.02,Engineering,AWS
2026-01-13,Equipment,440.60,Sales,CDW
2026-01-13,IT,207.09,Engineering,  AWS 
2026-01-13,Facilities,2267.53,Engineering,  Pacific Gas & Electric 
2026-01-14,FACILITIES,1438.38,Engineering,Pacific Gas & Electric
2026-01-14, TRAVEL  ,296.83,Operations,Lyft
2026-01-14,it,169.94,Engineering,GitHub
2026-01-14,  Facilities ,1821.81,Sales,Comcast Business
2026-01-14,IT,312.92,Engineering, Slack  
2026-01-15,Facilities,906.49,Engineering,Comcast Business
2026-01-17,Marketing,505.30,Sales,Canva
2026-01-17,Travel,622.82,Engineering,United Airlines
2026-01-18,Travel,123.83,Engineering,Marriott
2026-01-18,Office Supplies,101.87,Sales,Staples
2026-01-19,IT,286.38,HR,Datadog
2026-01-20,IT,74.33,Finance,Notion
2026-01-20,Office Supplies,20.52,Operations,Office Depot
2026-01-21,Office Supplies,118.82,Engineering,Office Depot
2026-01-22,IT,1036.72,Engineering,Atlassian
2026-01-22,Marketing,706.37,Engineering,Mailchimp
2026-01-23,Travel,360.78,HR,Delta
2026-01-23,Facilities,1534.97,Sales,Pacific Gas & Electric
2026-01-24,IT,627.42,Sales,Datadog
2026-01-24,IT,127.38,Operations,Atlassian
2026-01-25,travel,494.74,Engineering,Booking.com
2026-01-25,  IT ,796.48,HR,Microsoft 365
2026-01-26,Office Supplies,268.88,Operations,Office Depot
2026-01-26,IT,608.20,Engineering,Salesforce
2026-01-26,Travel,642.79,Operations, United Airlines  
2026-01-27,IT,489.02,Engineering,Zoom
2026-01-27,Marketing,887.79,Engineering,HubSpot
2026-01-29,Marketing,382.01,Engineering,LinkedIn Ads
2026-01-29,Marketing,887.17,HR,Mailchimp
2026-01-29,TRAVEL,186.12,Engineering,Uber
2026-01-30,IT,581.83,Operations,GitHub
2026-01-30,Travel,694.55,Engineering,Marriott
2026-01-30,Office Supplies,128.91,Engineering,Office Depot
2026-01-31,Travel,608.82,Engineering,United Airlines
2026-02-01,travel,352.91,Finance,United Airlines
2026-02-01,IT,455.50,Sales,Zoom
2026-02-02,Marketing,848.16,Operations,Mailchimp
2026-02-02,Professional Services,3464.00,Operations,Reed & Co Legal
2026-02-03,IT,552.10,Sales,Slack
2026-02-03,Marketing,301.92,Finance,Meta Ads
2026-02-04,Professional Services,3717.39,Engineering,Deloitte
2026-02-04,IT,611.49,Engineering,Salesforce
2026-02-04,Marketing,381.55,Engineering,Google Ads
2026-02-04,Office Supplies,228.60,Operations,Amazon Business
2026-02-04,Office Supplies,110.26,Sales,Staples
2026-02-04,Facilities,1759.48,Sales,Spectrum
2026-02-05,Professional Services,6730.90,Sales,Mercer Consulting
2026-02-05,IT,470.97,Engineering,Microsoft 365
2026-02-05,Marketing,410.38,Sales,Meta Ads
2026-02-06,Marketing,1122.65,Engineering,Mailchimp
2026-02-06,Travel,365.05,Sales,United Airlines
2026-02-06,Equipment,1243.39,Engineering,Best Buy
2026-02-06,Office Supplies,106.45,Sales,Staples
2026-02-07,Equipment,509.27,Finance,CDW
2026-02-07,Travel,445.39,Engineering,Lyft
2026-02-07,IT,68.88,Operations,Datadog
2026-02-07,it,123.08,Engineering,Datadog
2026-02-08,IT,389.51,Engineering,Atlassian
2026-02-08,Information Technology,248.43,Operations,Zoom
2026-02-08,Information Technology,91.16,HR,Microsoft 365
2026-02-09,Equipment,959.36,Sales,CDW
2026-02-09,Office Supplies,171.19,Engineering,Staples
2026-02-09,Office Supplies,173.19,Engineering,Staples
2026-02-09,Marketing,227.71,Engineering, Mailchimp  
2026-02-09,IT,1044.68,Engineering,Microsoft 365
2026-02-09,  Travel ,499.01,Sales,Delta
2026-02-09,  IT ,120.69,Sales,GitHub
2026-02-09,Travel,338.15,Sales,Delta
2026-02-09,Professional Services,4261.19,HR,Reed & Co Legal
2026-02-09,Travel,163.94,Operations,Marriott
2026-02-09,Equipment,343.53,Engineering,CDW
2026-02-09,Equipment,923.57,Engineering,CDW
2026-02-11,EQUIPMENT,909.21,Sales,Apple
2026-02-11,IT,840.02,Sales,Notion
2026-02-11,Marketing,1374.42,Engineering,Google Ads
2026-02-11,Travel,358.66,Engineering,Delta
2026-02-11,Marketing,545.05,HR, HubSpot  
2026-02-11,Marketing,258.16,Engineering,Google Ads
2026-02-11,Marketing,1275.70,Engineering,Mailchimp
2026-02-11,Marketing,814.83,Sales,Canva
2026-02-12,IT,449.28,HR,GitHub
2026-02-13,MKTG,903.07,Engineering,LinkedIn Ads
2026-02-13,  Travel ,226.63,Sales,Lyft
2026-02-13,IT,247.75,Operations,Notion
2026-02-14,Office Supplies,224.13,Operations,Staples
2026-02-15,Office Supplies,82.76,Finance,Staples
2026-02-15,Marketing,1250.27,Engineering,HubSpot
2026-02-15,Equipment,25000.00,Engineering,Dell
2026-02-16,IT,601.33,Engineering,Datadog
2026-02-16,IT,244.93,Engineering,Atlassian
2026-02-16,Information Technology,401.91,Engineering,AWS
2026-02-18,Office supplies,93.70,Operations,Office Depot
2026-02-19, Marketing  ,607.79,Engineering,LinkedIn Ads
2026-02-19,it,513.64,Operations,Microsoft 365
2026-02-19,Marketing,1048.31,Sales,LinkedIn Ads
2026-02-20,IT,666.65,Operations,Microsoft 365
2026-02-20,Office Supplies,85.08,Sales,Office Depot
2026-02-20,Equipment,391.55,Finance,CDW
2026-02-21,Facilities,548.13,HR,Spectrum
2026-02-21,Marketing,488.66,Sales,HubSpot
2026-02-22,Office Supplies,45.11,Operations,Office Depot
2026-02-22, Marketing  ,363.50,Sales,Google Ads
2026-02-22,Travel,405.75,Operations,Marriott
2026-02-22,Marketing,649.31,Finance,Meta Ads
2026-02-22,Travel,175.32,Engineering,United Airlines
2026-02-23,Travel,602.78,Sales,United Airlines
2026-02-24,IT,117.94,HR,Zoom
2026-02-24,Office Supplies,143.36,HR,Staples
2026-02-24,Office Supplies,128.66,Operations,Office Depot
2026-02-25,Travel,148.52,Finance,Delta
2026-02-25,Marketing,958.19,Engineering,Canva
2026-02-25,Marketing,494.21,Operations,HubSpot
2026-02-27,IT,468.19,Sales,AWS
2026-02-27,Travel,285.08,Sales, Marriott  
2026-02-27,  Equipment ,968.93,HR,Dell
2026-02-28,Information Technology,236.58,HR,Datadog
2026-02-28,I.T.,429.53,Sales,AWS
2026-02-28,Equipment,247.92,Operations,Dell
2026-02-28,it,227.22,HR, AWS  
2026-02-28,Marketing,399.94,Sales, HubSpot  
2026-03-01,Marketing,389.93,Sales,Canva
2026-03-01,Facilities,985.93,Engineering,Comcast Business
2026-03-01,IT,683.15,Operations,Notion
2026-03-02,Office Supplies,62.33,Operations,Amazon Business
2026-03-03,Marketing,331.69,HR,Meta Ads
2026-03-03,Travel,768.41,HR,Lyft
2026-03-03,IT,262.58,Engineering,Zoom
2026-03-04,Equipment,455.20,Engineering,Best Buy
2026-03-04,Equipment,467.73,HR,Apple
2026-03-04,Marketing,562.68,Finance,LinkedIn Ads
2026-03-05,Marketing,563.93,Operations,LinkedIn Ads
2026-03-05,Travel,579.06,Engineering,Marriott
2026-03-05,IT,116.66,Sales,Atlassian
2026-03-06,Facilities,983.53,Engineering,Comcast Business
2026-03-07,TRAVEL,475.73,Engineering,Marriott
2026-03-08,Marketing,619.88,HR,Google Ads
2026-03-09,Equipment,413.95,Finance,Dell
2026-03-10,Office Supplies,153.74,Engineering,Amazon Business
2026-03-10,IT,117.54,Engineering,Microsoft 365
2026-03-10, Travel  ,470.05,Operations,Lyft
2026-03-10,Marketing,434.76,Sales,Meta Ads
2026-03-11,Marketing,684.07,Operations,Mailchimp
2026-03-11,  OFFICE SUPPLIES ,241.85,HR,Office Depot
2026-03-11,Travel,757.67,HR,Booking.com
2026-03-12,Facilities,1310.54,Sales,WeWork
2026-03-12,Facilities,790.28,Sales,Comcast Business
2026-03-12,Professional Services,1934.51,Finance,Mercer Consulting
2026-03-12,IT,1004.30,Sales,AWS
2026-03-13,IT,447.33,Finance,GitHub
2026-03-14,Equipment,356.47,Sales,Dell
2026-03-14,Equipment,922.06,Engineering,CDW
2026-03-14,IT,1175.06,Engineering,Salesforce
2026-03-15,Office Supplies,133.05,Engineering,Amazon Business
2026-03-15,Facilities,1532.82,Operations,Pacific Gas & Electric
2026-03-15,Marketing,256.42,Operations,HubSpot
2026-03-15,IT,1136.14,Engineering,AWS
2026-03-15,Equipment,712.07,Operations,Best Buy
2026-03-16,IT,306.37,Operations,Zoom
2026-03-17,IT,289.06,Sales,Datadog
2026-03-17,Facilities,1013.94,HR,WeWork
2026-03-17,Travel,230.72,Operations,Lyft
2026-03-18,Office Supplies,195.75,HR,Office Depot
2026-03-18,Marketing,32000.00,Sales,Google Ads
2026-03-18,Office Supplies,19.23,Operations,Office Depot
2026-03-18,Travel,436.21,Engineering,Delta
2026-03-18,it,851.37,Finance,Notion
2026-03-18,Travel,808.00,Engineering,Uber
2026-03-18,Office Supplies,116.80,Engineering,Staples
2026-03-19,Office Supplies,218.85,HR,Staples
2026-03-20,IT,402.24,Engineering,GitHub
2026-03-20,Travel,818.87,Engineering,Booking.com
2026-03-20,Travel,240.79,Sales,Delta
2026-03-20,IT,131.92,Engineering,Slack
2026-03-21,Marketing,627.51,Operations,Canva
2026-03-21,IT,338.65,Operations,Zoom
2026-03-21,Travel,525.31,Operations,Lyft
2026-03-21,Marketing,747.50,Sales,LinkedIn Ads
2026-03-21,Equipment,301.78,Finance,Apple
2026-03-21,IT,532.51,Sales,Zoom
2026-03-22,Marketing,483.09,Finance,HubSpot
2026-03-22,Marketing,986.89,Finance,Mailchimp
2026-03-22,IT,677.33,Engineering,Slack
2026-03-22,IT,81.54,Operations,GitHub
2026-03-23, Office Supplies  ,219.93,Operations,Office Depot
2026-03-23,Marketing,960.96,Finance,HubSpot
2026-03-24,Travel,394.14,Finance,Marriott
2026-03-24,Facilities,906.12,Operations,WeWork
2026-03-24,Facilities,1050.63,Sales, Spectrum  
2026-03-24,Office Supplies,174.78,Sales,Amazon Business
2026-03-24,IT,581.15,Engineering,Salesforce
2026-03-25,Professional Services,4112.90,Finance,Deloitte
2026-03-25,Travel,203.52,Engineering,Delta
2026-03-25,Office Supplies,29.32,Engineering,Amazon Business
2026-03-25,IT,737.33,HR,Zoom
2026-03-25,Equipment,444.63,Engineering,Apple
2026-03-25,Equipment,911.13,HR,CDW
2026-03-26,Facilities,1672.09,Operations,Spectrum
2026-03-26,IT,710.15,Sales,GitHub
2026-03-26,IT,179.58,Sales,Microsoft 365
2026-03-28,Marketing,166.72,Engineering,Mailchimp
2026-03-28,Facilities,2071.86,Finance,Spectrum
2026-03-28,Marketing,723.45,Operations,Canva
2026-03-28,Office Supplies,122.85,Sales,Staples
2026-03-28,Facilities,2262.84,Sales,Pacific Gas & Electric
2026-03-28,Office Supplies,68.84,HR,Office Depot
2026-03-29,Travel,179.32,Engineering,Lyft
2026-03-29,IT,564.13,Operations,Atlassian
2026-03-30,Office Supplies,142.41,Sales,Amazon Business
2026-03-30,Travel,189.64,Engineering,Booking.com
2026-03-30,Travel,305.14,Engineering,Uber
2026-03-30,FACILITIES,,HR,Pacific Gas & Electric
2026-03-31,Travel,200.05,HR,Marriott
2026-03-31,Office Supplies,81.99,HR,Office Depot
2026-03-31,Facilities,811.26,Engineering,Pacific Gas & Electric
2026-03-31,Marketing,1071.42,Engineering,HubSpot
2026-04-01,Marketing,1057.00,Finance,Mailchimp
2026-04-01,Information Technology,298.32,Sales,GitHub
2026-04-01,Office Supplies,240.09,Operations,Office Depot
2026-04-01,Marketing,645.65,Engineering,Mailchimp
2026-04-02,it,101.55,Finance,Salesforce
2026-04-02,Travel,555.59,Sales,Delta
2026-04-02,Travel,769.84,Sales,Delta
2026-04-02,Travel,497.05,Engineering,Delta
2026-04-03,Marketing,517.46,Finance,Google Ads
2026-04-03,IT,331.20,Operations,Zoom
2026-04-03,Office Supplies,97.52,Sales,Office Depot
2026-04-04,Facilities,811.15,Operations,Pacific Gas & Electric
2026-04-05,Marketing,360.85,Sales,Google Ads
2026-04-05,Travel,585.15,HR,Booking.com
2026-04-05,Marketing,289.23,Engineering,HubSpot
2026-04-05,MARKETING,241.01,Sales,Mailchimp
2026-04-06,IT,178.55,Finance,Atlassian
2026-04-06,Marketing,359.80,HR,Meta Ads
2026-04-06,IT,416.63,Operations,Salesforce
2026-04-07,Travel,184.22,Finance,Uber
2026-04-07,IT,370.08,Sales,Atlassian
2026-04-07,IT,292.74,Sales,Notion
2026-04-07,it,480.44,Sales,Notion
2026-04-07,Travel,154.42,Engineering,Marriott
2026-04-08,MKTG,641.93,Sales,HubSpot
2026-04-08,IT,386.06,HR, Datadog  
2026-04-08,EQUIPMENT,467.36,Sales,Apple
2026-04-08,Office supplies,123.99,Finance,Staples
2026-04-08,Office Supplies,98.68,Finance,Amazon Business
2026-04-09,Office Supplies,124.86,Sales,Office Depot
2026-04-09, professional services  ,1119.98,Operations,Mercer Consulting
2026-04-09,Office Supplies,83.70,Engineering,Staples
2026-04-10,Office Supplies,25.53,Engineering,Office Depot
2026-04-10,Office supplies,34.57,Sales,Staples
2026-04-10,Equipment,1038.13,Operations,Dell
2026-04-10,Marketing,425.59,HR,HubSpot
2026-04-10,facilities,567.03,Operations,Comcast Business
2026-04-10,  Travel ,608.33,Engineering,Lyft
2026-04-10,Office Supplies,153.23,Finance,Staples
2026-04-10,Marketing,455.51,Finance,Canva
2026-04-10,facilities,659.78,Sales,Spectrum
2026-04-11,Marketing,505.17,Operations,Mailchimp
2026-04-11,it,689.64,Engineering,Slack
2026-04-12,Professional Services,1824.21,HR,Anderson Tax LLP
2026-04-12,Travel,549.07,Engineering,United Airlines
2026-04-12,Marketing,192.61,Operations,LinkedIn Ads
2026-04-14,Marketing,284.62,HR,Google Ads
2026-04-14,it,272.89,Sales,Microsoft 365
2026-04-15,facilities,1432.26,Engineering,Comcast Business
2026-04-15,Facilities,1747.29,Sales,Spectrum
2026-04-15,Office Supplies,45.92,Finance,Office Depot
2026-04-16,IT,311.92,HR,GitHub
2026-04-16,Travel,532.40,Sales,Uber
2026-04-16,Marketing,476.15,Engineering,Canva
2026-04-17,MARKETING,1345.25,Engineering,Mailchimp
2026-04-18,Travel,401.56,Engineering,United Airlines
2026-04-19,IT,603.77,Sales,Datadog
2026-04-19,Office Supplies,81.72,Operations,Office Depot
2026-04-20,Marketing,569.64,Finance,HubSpot
2026-04-20,Professional Services,2430.16,HR,Reed & Co Legal
2026-04-20,Marketing,289.54,Sales,LinkedIn Ads
2026-04-20,Facilities,1434.20,Sales,Spectrum
2026-04-20,  Marketing ,396.49,Sales,Google Ads
2026-04-21,TRAVEL,272.11,Finance,United Airlines
2026-04-22,Facilities,1260.42,Sales,Pacific Gas & Electric
2026-04-22,IT,526.23,Engineering,Zoom
2026-04-23,Travel,198.19,Sales,Delta
2026-04-24,Professional Services,5900.19,Engineering,Reed & Co Legal
2026-04-25,Facilities,729.49,Finance,WeWork
2026-04-25,Travel,278.65,Sales,Delta
2026-04-26,Office Supplies,136.45,Sales,Office Depot
2026-04-26,FACILITIES,1062.90,Engineering,Comcast Business
2026-04-26,Office Supplies,179.56,Engineering,Staples
2026-04-26,Equipment,987.69,Sales,Apple
2026-04-27,Marketing,279.99,Sales,Meta Ads
2026-04-27,TRAVEL,713.63,Engineering,Marriott
2026-04-27,IT,163.52,Engineering,Slack
2026-04-27,Travel,370.74,Finance,United Airlines
2026-04-28,Facilities,1521.66,HR,Comcast Business
2026-04-28,IT,196.77,Engineering,Salesforce
2026-04-28,equipment,314.05,Engineering,Dell
2026-04-28,Travel,185.54,Engineering,Uber
2026-04-29,Travel,239.02,Sales,Marriott
2026-04-29,Travel,348.00,HR,United Airlines
2026-04-29,Marketing,310.70,HR,Google Ads
2026-04-29, Travel  ,488.17,Engineering,Delta
2026-04-29,IT,188.41,Sales,Atlassian
2026-04-29,Facilities,275.71,Finance,Pacific Gas & Electric
2026-04-30,Facilities,1112.49,Operations,Comcast Business
,Marketing,171.70,HR,LinkedIn Ads
,Facilities,571.52,Operations,WeWork
,Facilities,689.18,Engineering,Pacific Gas & Electric
,Office Supplies,202.04,Sales,Amazon Business
, Facilities  ,1512.47,Engineering,WeWork
